"","ID","cnt","time_a","time_b1","time_b2","time_start","time_solving","time_total","time_answer","time_irrelevant","time_explore_relevant","time_ticket_explore","time_explore_total","time_avg_explore","time_avg_btw_events","events_num","sequence","length","credit","OECD","ratio","mean","weight","gender"
"4878","MNE000000500310","MNE",4.117409835,2.970414466,0,1.558534911,1.692527344,1.76382171,1.682832574,0.981219235,1.632648419,0,1.645788921,3.700066644,2.433613355,8,"ab",2,1,0,0.29,166.047619,3486.94143,1
"4879","MNE000002602573","MNE",3.135494216,2.87356464,0,1.470958692,1.554537349,1.656299908,1.543586784,0.756780031,1.419606842,0,1.440514482,3.013080912,1.808288771,8,"ab",2,1,0,0.57,325.8095238,6841.885078,2
"4880","MNE000004904492","MNE",2.985681938,3.349904087,0,1.43766302,1.586308279,1.66460514,1.580320134,0.628858621,1.382708424,1.112258859,1.673981708,3.18428438,1.752672081,10,"ab",2,1,0,0.52,293.6666667,6166.896416,1
"4881","MNE000001601382","MNE",2.701361213,2.2300144,0,1.231043872,1.443324099,1.520639636,1.421698251,0.771565867,1.308700647,0,1.345232354,2.493205453,1.398716881,8,"ab",2,1,0,0.69,379.2380952,8189.95103,2
"4882","MNE000001601299","MNE",3.929862924,2.63188884,0,1.438618228,1.657668996,1.712204741,1.640113215,1.085221289,1.595311183,0,1.618011309,3.478158423,2.263064335,8,"ab",2,1,0,0.22,122.2380952,2639.829771,2
"4883","MNE000003603237","MNE",5.123368564,3.265759411,0,1.485625239,1.840203104,1.861824442,1.834692544,1.116492721,1.812112364,0,1.818575065,4.57522631,3.252794043,8,"ab",2,1,0,0.21,117,2526.7089,2
"4884","MNE000003603197","MNE",3.0301337,2.509599262,0,1.567206481,1.521859967,1.68143073,1.496434017,0.951362545,1.393799552,0,1.435738227,2.803360381,1.679430284,8,"ab",2,1,0,0.4,208.7142857,4819.672799,2
"4885","MNE000001701456","MNE",3.514526067,3.328626689,0,1.475716492,1.637971096,1.707317659,1.629758712,0.82458494,1.507300213,0,1.523675018,2.390290673,1.820508883,12,"aaaaab",6,1,0,0.37,211.6666667,4444.925339,2
"4886","MNE000001701458","MNE",2.2300144,1.931521412,1.85629799,1.400864468,1.59086958,1.658213371,1.392597225,1.48338521,1.305042953,0,1.564840952,1.774952351,1.00900013,28,"abab",4,1,0,0.75,413.2380952,8924.208317,2
"4887","MNE000003703331","MNE",1.987874348,1.62924054,3.335769576,1.343703445,1.558534911,1.623485718,1.537008767,0.966695036,1.512498851,0,1.537008767,2.339399066,1.197283816,18,"babb",4,1,0,0.57,315.3333333,6809.876409,1
"4888","MNE000003703310","MNE",2.850706502,3.054001182,0,1.456782248,1.535888224,1.641324723,1.53133386,0.462341012,1.348256638,0.581353438,1.623148837,2.957511061,1.637917384,9,"ab",2,1,0,0.81,448.35,9697.113573,1
"4889","MNE000000100001","MNE",2.694627181,2.360854001,0,1.461908664,1.451512871,1.60271762,1.433793962,0.724990138,1.306879651,0,1.339047794,2.541601993,1.426115855,8,"ab",2,1,0,0.61,338,7299.381267,1
"4890","MNE000000100012","MNE",2.151762203,2.32238772,3.681351188,1.321027819,1.634861183,1.675207246,1.616262698,1.060242025,1.580320134,0,1.603098529,2.970414466,1.740466175,13,"bab",3,1,0,0.34,193.6666667,4066.931688,2
"4891","MNE000001401058","MNE",2.995732274,3.430756184,0,1.406565009,1.597292084,1.66382004,1.591278219,0.650391407,1.38522686,1.369620336,1.686055564,3.236715743,1.719514562,11,"ab",2,1,0,0.82,462.6666667,9715.836805,2
"4892","MNE000001401105","MNE",3.380994674,3.310543013,0,1.438618228,1.619741636,1.686283257,1.613783232,0.689767362,1.477275793,0,1.490025309,3.346389145,2.087223682,8,"ab",2,1,0,0.74,420.047619,8820.851838,2
"4893","MNE000000400175","MNE",2.451005098,1.704748092,3.144152279,1.400864468,1.751611185,1.77894841,1.535888224,1.682832574,1.508613936,0,1.744795286,2.59773918,1.7313015,25,"abb",3,1,0,0.57,321.9047619,6759.886455,1
"4894","MNE000000400135","MNE",1.840549633,1.589235205,3.346389145,1.197713885,1.585465619,1.620085538,1.531909585,1.246037086,1.507958265,0,1.568143694,2.58021683,1.33345188,17,"bab",3,1,0,0.43,238.3333333,5146.999611,2
"4895","MNE000004704330","MNE",3.561046083,1.722766598,2.219203484,1.185439892,1.668473525,1.689213434,1.583340521,1.457646383,1.562442619,0,1.656299908,2.545531272,1.462834438,22,"aabb",4,1,0,0.53,279.75,6334.624765,1
"4896","MNE000004704325","MNE",2.895911938,3.025291076,0,1.476497777,1.541421247,1.651272127,1.532483452,0.670651768,1.359927782,0,1.381437243,2.962692419,1.755700419,8,"ab",2,1,0,0.29,165.3333333,3471.941682,2
"4897","MNE000002001848","MNE",1.774952351,1.824549292,3.144152279,1.4237674,1.530756264,1.627475387,1.505311612,0.966695036,1.466899121,0.689767362,1.497828234,2.465270676,1.280933845,14,"bab",3,1,0,0.38,215.5238095,4525.923979,1
"4898","MNE000002001869","MNE",2.459588842,2.533696814,0,1.419606842,1.431829862,1.575463213,1.422735581,0.495826022,1.24114975,0,1.262344579,2.49732917,1.360976553,8,"ab",2,1,0,0.61,345.8571429,7262.878007,1
"4899","MNE000002001788","MNE",3.417726684,3.194583132,0,1.478822119,1.634861183,1.706121214,1.60686069,1.169133964,1.485625239,0,1.53812226,3.312366168,2.156113189,8,"ab",2,1,0,0.72,394.952381,8529.313642,1
"4900","MNE000003002775","MNE",3.75419892,3.299533728,0,1.271149848,1.661972951,1.690989628,1.654641413,0.836525541,1.559028211,0,1.571842396,3.552486829,2.283657083,8,"ab",2,1,0,0.56,306.8823529,6669.689379,1
"4901","MNE000003002774","MNE",3.095577609,1.740466175,2.912350665,1.361340998,1.618011309,1.668982262,1.566264152,1.287762861,1.542507343,0.9433672,1.600799987,2.468099531,1.17557333,25,"abab",4,1,0,0.62,346.5555556,7418.906479,2
"4902","MNE000003002830","MNE",3.552486829,2.844909384,2.944438979,1.442392139,1.669994863,1.721714122,1.655472804,1.054939769,1.603098529,0,1.622811267,2.891759683,1.673240869,17,"abab",4,1,0,0.81,446.3809524,9639.954916,1
"4903","MNE000004103855","MNE",2.468099531,1.987874348,2.674148649,1.372306734,1.588811458,1.65041866,1.49361331,1.368263662,1.442392139,0,1.560499762,2.415913778,1.075684784,25,"abb",3,1,0,0.7,398.047619,8358.859598,1
"4904","MNE000004103814","MNE",2.753660712,2.197224577,2.197224577,1.346750035,1.517552001,1.597292084,1.494322569,0.917920362,1.426830326,0,1.459362876,2.160445326,1.102526188,17,"abab",4,1,0,0.82,467.3333333,9813.835159,1
"4905","MNE000004103791","MNE",3.387774361,2.839078464,0,1.321027819,1.628131015,1.669994863,1.573209165,1.315832419,1.478822119,0,1.564840952,3.150596984,1.850599969,11,"ab",2,1,0,0.37,206.0952381,4450.792072,1
"4906","MNE000004103876","MNE",2.186051277,2.240709689,0,1.376270564,1.359927782,1.524874905,1.348256638,0.462341012,1.158782306,0,1.185439892,2.213753879,1.143426304,8,"ab",2,1,0,0.38,208.8095238,4509.40925,2
"4907","MNE000004404013","MNE",2.803360381,1.916922612,0,1.243606758,1.419606842,1.508613936,1.41210505,0.425678273,1.335884987,0,1.346750035,2.45530618,1.32175584,8,"ab",2,1,0,0.49,270.3333333,5838.065293,1
"4908","MNE000004404075","MNE",3.086486637,2.282382386,2.163323026,1.331048857,1.754252026,1.774838993,1.536449382,1.686737648,1.478822119,0,1.740869058,2.33698652,1.931521412,20,"abab",4,1,0,0.25,139.7142857,3017.24213,1
"4909","MNE000004404053","MNE",3.005682604,2.76000994,0,1.312296506,1.518793432,1.58963771,1.516301941,0.290033483,1.387714004,0,1.392597225,2.890371758,1.667706821,8,"ab",2,1,0,0.47,259.2380952,5598.454722,1
"4910","MYS000008902794","MYS",2.066862759,2.041220329,0,1.140467895,1.417492725,1.48338521,1.303190303,1.169133964,1.120655137,0,1.329411599,2.054123734,1.315066852,8,"ab",2,1,0,0.71,402.5714286,8453.858002,2
"4911","MYS000008902798","MYS",1.791759469,1.808288771,3.440418095,1.370967991,1.571842396,1.638586015,1.551991516,0.966695036,1.523675018,0,1.546785924,2.669540346,1.485094946,13,"bab",3,1,0,0.59,336.2857143,7061.881383,2
"4912","MYS000004801501","MYS",3.034952987,1.568615918,3.850147602,1.362744492,1.680725082,1.71694043,1.659566256,1.175792346,1.648986087,0.951362545,1.67150173,3.186352633,1.720663548,17,"abb",3,1,0,0.61,336.6666667,7270.586864,1
"4913","MYS000014804655","MYS",1.648658626,1.987874348,2.442347035,1.49361331,1.614139718,1.697475239,1.408799816,1.51567364,1.322731554,1.085221289,1.590049329,2.079441542,1.040276712,30,"abb",3,1,0,0.28,158,3317.944269,1
"4914","MYS000007202251","MYS",2.949688335,1.987874348,0,1.321027819,1.451512871,1.549927808,1.443324099,0.495826022,1.373636673,0,1.38522686,2.58021683,1.426115855,8,"ab",2,1,0,0.75,416.1904762,8987.967353,2
"4915","MYS000007202264","MYS",3.261935314,2.708050201,1.945910149,1.407685588,1.634861183,1.689881883,1.575014766,1.343703445,1.497132454,0,1.583767668,1.892735387,1.236633587,25,"abaaaaab",8,1,0,0.91,503.15,10879.88205,2
"4916","MYS000005001554","MYS",2.415913778,2.617395833,0,1.301321446,1.443324099,1.539228784,1.42884569,0.650391407,1.228445035,0,1.264579165,2.521720623,1.398716881,8,"ab",2,1,0,0.66,373.047619,7833.868416,2
"4917","MYS000016105094","MYS",2.791165108,2.809402695,0,1.217741421,1.535888224,1.583767668,1.495732903,1.0991055,1.332673388,1.223156203,1.60686069,2.800325477,1.413017431,12,"ab",2,1,0,0.57,322.3809524,6769.886287,1
"4918","MYS000007802431","MYS",2.341805806,1.902107526,3.529297384,1.668728097,1.598860195,1.762590394,1.588396818,0.82458494,1.56292495,0,1.575014766,2.837127244,1.590803833,13,"bab",3,1,0,0.72,410.8095238,8626.855096,1
"4919","MYS000013404212","MYS",3.561046083,2.960105096,2.261763098,1.365522801,1.706521065,1.737976779,1.634861183,1.480355669,1.564363936,0.724990138,1.664865982,2.789630188,1.591008255,23,"abab",4,1,0,0.61,346.0952381,7267.877923,1
"4920","MYS000013404204","MYS",2.93385687,2.833213344,0,1.524275968,1.524874905,1.662502879,1.515043139,0.670651768,1.369620336,1.158782306,1.601185271,2.884800713,1.596014892,9,"ab",2,1,0,0.29,158.1904762,3416.250291,1
"4921","MYS000013404215","MYS",3.020424886,2.028148247,1.960094784,1.197713885,1.659835465,1.682599802,1.504643875,1.537008767,1.454165888,0,1.641022693,2.202764758,1.393874257,23,"abab",4,1,0,0.66,366.4761905,7914.347454,2
"4922","MYS000004401372","MYS",3.086486637,3.691376334,0,1.521859967,1.636423558,1.71916232,1.6313704,0.670651768,1.407685588,1.297534057,1.726692329,3.433987204,1.968509981,10,"ab",2,1,0,0.53,289.3529412,6305.364732,1
"4923","MYS000009603012","MYS",2.928523524,2.747270914,0,1.499211896,1.525471842,1.652121093,1.505311612,0.889981469,1.368263662,0,1.407685588,2.841998174,1.44155704,11,"ab",2,1,0,0.78,428.4761905,9253.287213,2
"4924","MYS000009603041","MYS",3.261935314,1.974081026,2.282382386,1.506639764,1.584618762,1.684912102,1.550962705,1.132734821,1.51567364,0,1.556047208,2.400165421,1.249750918,19,"abab",4,1,0,0.82,453.2380952,9788.04042,2
"4925","MYS000007902481","MYS",3.144152279,2.890371758,0,1.310506186,1.560010629,1.617663061,1.546256762,0.836525541,1.421698251,1.107951293,1.627803528,3.025291076,1.570508066,11,"ab",2,1,0,0.56,317.5714286,6668.887984,1
"4926","MYS000000700211","MYS",1.62924054,2.312535424,0,1.468533533,1.321027819,1.560010629,1.295614983,0.628858621,0.966695036,0,1.054939769,2.028148247,1.038508365,8,"ab",2,1,0,0.34,193.6666667,4066.931688,2
"4927","MYS000011003481","MYS",1.722766598,1.504077397,3.238678452,1.112258859,1.524275968,1.560499762,1.507300213,0.836525541,1.482632461,1.250819782,1.501948135,2.473733349,1.123783027,17,"bab",3,1,0,0.81,461.2857143,9686.837292,2
"4928","MYS000004501402","MYS",2.895911938,2.533696814,0,1.271149848,1.51567364,1.578569895,1.479590479,1.038348809,1.359927782,0,1.422735581,2.731115474,1.479329227,10,"ab",2,1,0,0.72,397.6666667,8587.93082,1
"4929","MYS000007102239","MYS",3.072693315,2.76000994,0,1.414277969,1.53305547,1.625824773,1.524874905,0.628858621,1.404304529,0,1.419606842,2.928523524,1.722766598,8,"ab",2,1,0,0.46,253.4285714,5472.993393,2
"4930","MYS000003801213","MYS",2.939161922,2.128231706,0,1.368263662,1.477275793,1.579447255,1.451512871,0.880036196,1.370967991,0,1.408799816,2.613739522,1.515127233,8,"ab",2,1,0,0.29,164.7619048,3459.941884,2
"4931","MYS000000500157","MYS",3.660994251,3.17805383,0,1.456782248,1.641022693,1.704713486,1.634232018,0.771565867,1.539228784,0,1.550962705,3.448398983,2.184645795,8,"ab",2,1,0,0.82,452.5714286,9773.643218,1
"4932","MYS000000500135","MYS",2.32238772,2.104134154,3.126760536,1.271149848,1.564363936,1.613783232,1.54087568,1.001648495,1.496434017,0,1.52606679,2.619825967,1.456824512,13,"bab",3,1,0,0.76,421.4285714,9101.088224,1
"4933","MYS000008502689","MYS",3.104586678,1.945910149,2.370243741,1.378870489,1.646667171,1.693181738,1.534194007,1.474144014,1.496434017,0,1.628131015,2.327277706,1.310582539,24,"abab",4,1,0,0.7,394.9047619,8292.860706,1
"4934","MYS000008502664","MYS",3.404525172,2.424802726,0,1.233613163,1.620428726,1.65268459,1.547313496,1.362744492,1.482632461,0,1.580754906,3.0301337,1.744842549,12,"ab",2,1,0,0.73,400.0952381,8640.377769,2
"4935","MYS000008502685","MYS",2.975529566,2.740840024,0,1.231043872,1.51567364,1.570925143,1.510566825,0.462341012,1.380157963,1.070529161,1.589225088,2.86505395,1.561647249,9,"ab",2,1,0,0.66,365.5238095,7893.780023,2
"4936","MYS000006401991","MYS",3.826465117,2.833213344,0,1.558040208,1.778579614,1.822241538,1.634232018,1.674227578,1.57411434,0,1.757416798,3.448398983,2.513656063,12,"ab",2,1,0,0.51,264.6,6104.536917,1
"4937","MYS000001000298","MYS",2.63188884,3.42751469,0,1.459362876,1.572754782,1.662767183,1.563885602,0.724990138,1.289752855,0.899598192,1.672000847,3.106826321,1.784324491,9,"ab",2,1,0,0.29,164.2380952,3448.942069,1
"4938","MYS000001400413","MYS",1.791759469,1.609437912,2.803360381,1.331048857,1.514410424,1.591278219,1.444251535,1.200683717,1.403164491,0,1.487103633,1.963609726,0.831235482,26,"babb",4,1,0,0.66,376,7895.867374,1
"4939","MYS000015404845","MYS",3.039749159,3.33220451,2.785011242,1.354175179,1.651555614,1.692963913,1.637971096,1.001648495,1.523072043,0,1.548886758,2.804874386,1.594025633,17,"abab",4,1,0,0.58,329.7142857,6923.883701,1
"4940","MYS000015404857","MYS",3.377587516,3.0301337,2.674148649,1.435738227,1.648698039,1.705318377,1.636112278,0.974053333,1.559520114,0,1.579009138,3.068052935,1.800693798,13,"abb",3,1,0,0.83,457.5714286,9881.622231,2
"4941","MYS000015404836","MYS",2.87356464,3.198673118,0,1.381437243,1.563405943,1.63548793,1.551477867,0.799206396,1.354175179,1.212195109,1.649847158,3.04927304,1.453233844,13,"ab",2,1,0,0.73,411.3333333,8637.854911,2
"4942","MYS000015404846","MYS",1.686398954,2.041220329,0,1.332673388,1.496434017,1.580320134,1.250819782,1.396182601,0.988201618,0,1.442392139,1.87946505,0.906721281,21,"ab",2,1,0,0.4,222.3809524,4802.495142,2
"4943","MYS000008102537","MYS",1.722766598,1.568615918,3.39785848,1.461908664,1.545726001,1.648409475,1.535888224,0.707848296,1.513138295,1.29943612,1.524275968,2.59773918,1.282783985,15,"bab",3,1,0,0.48,264.6315789,5671.450252,1
"4944","MYS000008102560","MYS",2.809402695,2.58021683,0,1.405438012,1.478822119,1.592902976,1.472558152,0.462341012,1.337472404,0,1.349752311,2.701361213,1.520606699,8,"ab",2,1,0,0.51,290.6190476,6102.897491,1
"4945","MYS000008002522","MYS",3.328626689,1.824549292,3.433987204,1.220464896,1.65408475,1.67954191,1.637971096,1.054939769,1.62111297,0,1.638892605,2.804874386,1.516860836,19,"abab",4,1,0,0.7,383.625,8360.138411,2
"4946","MYS000009502984","MYS",2.272125886,2.186051277,0,1.518793432,1.715440946,1.769303362,1.35271144,1.68048916,1.185439892,0,1.699786896,2.2300144,1.59685913,24,"ab",2,1,0,0.3,166.5882353,3525.418087,1
