stu_id,sequence,length
QCN000010603556,a,1.0
QCN000004701565,ab,2.0
QCN000004701560,b,1.0
QCN000004701562,b,1.0
QCN000012904287,b,1.0
QCN000012904290,b,1.0
QCN000011603898,b,1.0
QCN000002000667,b,1.0
QCN000002000669,ab,2.0
QCN000012404129,abab,4.0
QCN000003501173,b,1.0
QCN000011103707,b,1.0
QCN000013604508,bab,3.0
QCN000013604528,abab,4.0
QCN000007802598,b,1.0
QCN000007802602,b,1.0
QCN000007802603,a,1.0
QCN000011903976,b,1.0
QCN000013104361,b,1.0
QCN000005001671,a,1.0
QCN000002500843,b,1.0
QCN000010503543,b,1.0
QCN000011303793,ab,2.0
QCN000011303797,b,1.0
QCN000003401124,b,1.0
QCN000003401122,b,1.0
QCN000003101026,b,1.0
QCN000003101033,b,1.0
QCN000011003680,b,1.0
QCN000011003666,ab,2.0
QCN000011003683,b,1.0
QCN000007702569,b,1.0
QCN000007702592,bbb,3.0
QCN000007702579,bb,2.0
QCN000010703594,b,1.0
QCN000010703592,b,1.0
QCN000004501504,b,1.0
QCN000014204718,a,1.0
QCN000014204715,b,1.0
QCN000009903333,b,1.0
QCN000009903324,a,1.0
QCN000015405143,b,1.0
QCN000015405115,bb,2.0
QCN000007002338,b,1.0
QCN000007002356,b,1.0
QCN000008702904,b,1.0
QCN000008702911,b,1.0
QCN000001400469,b,1.0
QCN000003901290,ba,2.0
QCN000011203740,b,1.0
QCN000011203739,b,1.0
QCN000011203755,bab,3.0
QCN000012003994,b,1.0
QCN000010903649,b,1.0
QCN000010903648,ab,2.0
QCN000001200385,b,1.0
QCN000014804922,bb,2.0
QCN000014804934,bb,2.0
QCN000008002669,ab,2.0
QCN000008002663,b,1.0
QCN000008002678,a,1.0
QCN000013204389,abab,4.0
QCN000015205058,bab,3.0
QCN000014004639,a,1.0
QCN000009203065,a,1.0
QCN000010803616,b,1.0
QCN000010803601,ab,2.0
QCN000004901635,b,1.0
QCN000004901624,b,1.0
QCN000007502521,b,1.0
QCN000007502505,b,1.0
QCN000007502512,abab,4.0
QCN000010003346,aa,2.0
QCN000010003356,babb,4.0
QCN000003301097,b,1.0
QCN000003301106,bab,3.0
QCN000011703920,bb,2.0
QCN000006002017,b,1.0
QCN000010203437,abb,3.0
QCN000010203409,a,1.0
QCN000000600173,a,1.0
QCN000000600197,babab,5.0
QCN000000600181,b,1.0
QCN000000600200,b,1.0
QCN000012704225,ab,2.0
QCN000014104673,bab,3.0
QCN000014104697,b,1.0
QCN000005401799,b,1.0
QCN000005401797,b,1.0
QCN000003701230,ab,2.0
QCN000002900976,bb,2.0
QCN000010403479,b,1.0
QCN000010403475,b,1.0
QCN000010403481,b,1.0
QCN000002400820,b,1.0
QCN000002400810,b,1.0
QCN000004001348,b,1.0
QCN000004001321,b,1.0
QCN000006902314,b,1.0
QCN000006902298,babb,4.0
QCN000006902296,b,1.0
QCN000009803268,b,1.0
QCN000009803271,b,1.0
QCN000009803287,ab,2.0
QCN000013004326,b,1.0
QCN000013004322,ab,2.0
QCN000009303096,bab,3.0
QCN000005201735,a,1.0
QCN000005201738,bab,3.0
QCN000006402140,bab,3.0
QCN000006402122,bab,3.0
QCN000006702236,b,1.0
QCN000006602195,b,1.0
QCN000006602208,ab,2.0
QCN000015505150,abab,4.0
QCN000001800614,b,1.0
QCN000001800610,a,1.0
QCN000012804256,babab,5.0
QCN000012804279,abab,4.0
QCN000007202419,b,1.0
QCN000011403805,b,1.0
QCN000011403806,a,1.0
QCN000011403812,abab,4.0
QCN000000800241,abab,4.0
QCN000000800262,ab,2.0
QCN000000800261,ab,2.0
QCN000015305101,b,1.0
QCN000015305077,babb,4.0
QCN000014404796,a,1.0
QCN000014404784,b,1.0
QCN000007602554,b,1.0
QCN000007602541,ab,2.0
QCN000008302767,ab,2.0
QCN000008302754,b,1.0
QCN000008302779,abab,4.0
QCN000007102383,b,1.0
QCN000007102385,b,1.0
QCN000005301750,b,1.0
QCN000005301755,b,1.0
QCN000005301762,ababab,6.0
QCN000008502850,ab,2.0
QCN000008502851,abab,4.0
QCN000000100008,bab,3.0
QCN000000300094,b,1.0
QCN000003801277,bb,2.0
QCN000004601541,ab,2.0
QCN000004601543,a,1.0
QCN000005801932,bab,3.0
QCN000005801948,b,1.0
QCN000000900305,ab,2.0
QCN000000900286,b,1.0
QCN000000200068,a,1.0
QCN000000200042,b,1.0
QCN000004101377,b,1.0
QCN000004101356,ab,2.0
QCN000001700574,b,1.0
QCN000010303447,b,1.0
QCN000010303451,b,1.0
QCN000010303457,b,1.0
QCN000014904964,b,1.0
QCN000014904951,b,1.0
QCN000012104055,b,1.0
QCN000012104042,b,1.0
QCN000012104032,b,1.0
QCN000009003006,b,1.0
QCN000010103380,b,1.0
QCN000001300415,b,1.0
QCN000001300411,bab,3.0
QCN000013304398,a,1.0
QCN000013304407,a,1.0
QCN000015004982,ab,2.0
QCN000015004981,b,1.0
QCN000013504488,b,1.0
QCN000013504475,b,1.0
QCN000013504484,a,1.0
QCN000012604203,ab,2.0
QCN000006202069,b,1.0
QCN000006202064,b,1.0
QCN000006202058,b,1.0
QCN000008602882,b,1.0
QCN000008602883,b,1.0
QCN000005601883,b,1.0
QCN000005601882,b,1.0
QCN000013804588,ab,2.0
QCN000008202736,b,1.0
QCN000008202730,bab,3.0
QCN000013704555,b,1.0
QCN000004801592,aa,2.0
QCN000007302428,b,1.0
QCN000007302457,b,1.0
QCN000002800944,b,1.0
QCN000002800950,b,1.0
QCN000003201057,b,1.0
QCN000006302107,b,1.0
QCN000002200717,b,1.0
QCN000006102038,b,1.0
QCN000006102048,b,1.0
QCN000013904603,b,1.0
QCN000004301427,bb,2.0
QCN000004301445,b,1.0
QCN000004301429,b,1.0
QCN000009703255,b,1.0
QCN000001600547,b,1.0
QCN000001600527,b,1.0
QCN000013404445,b,1.0
QCN000013404455,b,1.0
QCN000000500166,ab,2.0
QCN000000500147,b,1.0
QCN000005101698,b,1.0
QCN000005101700,b,1.0
QCN000005701911,b,1.0
QCN000008402799,ab,2.0
QCN000002600871,b,1.0
QCN000009503183,b,1.0
QCN000001900635,b,1.0
QCN000001000317,b,1.0
QCN000006802263,b,1.0
QCN000001100353,b,1.0
QCN000001100358,b,1.0
QCN000014504810,b,1.0
QCN000014504807,bab,3.0
QCN000014504827,b,1.0
RUS000021104861,aba,3.0
RUS000010502426,b,1.0
RUS000016903939,abab,4.0
RUS000006401446,a,1.0
RUS000016503864,babab,5.0
RUS000016503859,ab,2.0
RUS000019204550,b,1.0
RUS000019204536,b,1.0
RUS000012502964,bb,2.0
RUS000012502961,b,1.0
RUS000011102619,b,1.0
RUS000022205096,ab,2.0
RUS000022205106,b,1.0
RUS000013403140,b,1.0
RUS000013403145,b,1.0
RUS000021704957,b,1.0
RUS000009602158,b,1.0
RUS000009602153,b,1.0
RUS000009602166,bab,3.0
RUS000009602180,b,1.0
RUS000019804652,a,1.0
RUS000019804654,bb,2.0
RUS000020404799,ab,2.0
RUS000020404778,ab,2.0
RUS000003100724,b,1.0
RUS000003100719,aaaaa,5.0
RUS000003800893,b,1.0
RUS000003800894,abab,4.0
RUS000003800908,b,1.0
RUS000015203571,b,1.0
RUS000003600856,b,1.0
RUS000003600853,a,1.0
RUS000012002855,b,1.0
RUS000004701107,b,1.0
RUS000019404585,b,1.0
RUS000014003266,b,1.0
RUS000009402107,b,1.0
RUS000009402100,bab,3.0
RUS000006701509,ab,2.0
RUS000009902260,bab,3.0
RUS000009902264,b,1.0
RUS000009902261,ab,2.0
RUS000013503164,a,1.0
RUS000013503175,b,1.0
RUS000005001171,a,1.0
RUS000005001172,b,1.0
RUS000005001175,a,1.0
RUS000001500365,a,1.0
RUS000001500371,aaaab,5.0
RUS000001500388,bab,3.0
RUS000022405142,b,1.0
RUS000022405153,aab,3.0
RUS000018004221,b,1.0
RUS000018004228,bab,3.0
RUS000005601294,ab,2.0
RUS000005501292,b,1.0
RUS000006201419,a,1.0
RUS000003300778,b,1.0
RUS000003300777,ab,2.0
RUS000017604120,b,1.0
RUS000018904458,b,1.0
RUS000002100472,bb,2.0
RUS000006801546,b,1.0
RUS000006801552,b,1.0
RUS000012803039,ab,2.0
RUS000016003758,b,1.0
RUS000017003979,b,1.0
RUS000017003987,b,1.0
RUS000015003515,b,1.0
RUS000006301436,a,1.0
RUS000000500136,b,1.0
RUS000015103549,b,1.0
RUS000015103548,b,1.0
RUS000010902552,b,1.0
RUS000001600416,b,1.0
RUS000004301001,abb,3.0
RUS000004301033,b,1.0
RUS000008501888,b,1.0
RUS000008501905,bb,2.0
RUS000008501889,b,1.0
RUS000013903257,b,1.0
RUS000013903228,a,1.0
RUS000006501474,a,1.0
RUS000006501480,b,1.0
RUS000002700614,b,1.0
RUS000016203803,a,1.0
RUS000014703452,b,1.0
RUS000014703427,b,1.0
RUS000002200488,bb,2.0
RUS000011302661,b,1.0
RUS000011302650,b,1.0
RUS000009702211,abab,4.0
RUS000002300529,bab,3.0
RUS000002300522,b,1.0
RUS000011202637,a,1.0
RUS000004100989,b,1.0
RUS000004100993,b,1.0
RUS000012302920,bb,2.0
RUS000012302917,b,1.0
RUS000012302909,b,1.0
RUS000010102323,b,1.0
RUS000010102315,b,1.0
RUS000002500586,b,1.0
RUS000002500570,b,1.0
RUS000020704820,b,1.0
RUS000001400350,b,1.0
RUS000017904192,a,1.0
RUS000001100293,b,1.0
RUS000014403345,b,1.0
RUS000014403330,a,1.0
RUS000017304006,bab,3.0
RUS000017304014,abab,4.0
RUS000009302087,b,1.0
RUS000008301847,aaa,3.0
RUS000009002024,b,1.0
RUS000009002019,b,1.0
RUS000022105073,b,1.0
RUS000022105072,a,1.0
RUS000012602977,b,1.0
RUS000007201607,b,1.0
RUS000009502149,bbabbb,6.0
RUS000009502129,ab,2.0
RUS000018504337,ab,2.0
RUS000018504329,b,1.0
RUS000010602439,b,1.0
RUS000018804437,b,1.0
RUS000018804433,b,1.0
RUS000018804436,aa,2.0
RUS000007301653,b,1.0
RUS000008401871,a,1.0
RUS000008401872,bb,2.0
RUS000008401878,bab,3.0
RUS000005201188,b,1.0
RUS000005201214,bab,3.0
RUS000005201215,bab,3.0
RUS000007401669,b,1.0
RUS000007401671,b,1.0
RUS000014503383,b,1.0
RUS000014503356,b,1.0
RUS000014503364,ab,2.0
RUS000017504076,b,1.0
RUS000017504065,b,1.0
RUS000000200033,b,1.0
RUS000000200039,b,1.0
RUS000007101580,ab,2.0
RUS000019904690,b,1.0
RUS000012703011,b,1.0
RUS000012703001,ab,2.0
RUS000008201813,b,1.0
RUS000021004856,bb,2.0
RUS000015403644,ab,2.0
RUS000015403632,a,1.0
RUS000017203998,b,1.0
RUS000010302384,b,1.0
RUS000018404319,b,1.0
RUS000018404317,bab,3.0
RUS000018104263,ab,2.0
RUS000018104239,abab,4.0
RUS000015903752,ab,2.0
RUS000022605185,b,1.0
RUS000022605186,b,1.0
RUS000001800449,b,1.0
RUS000020904845,abab,4.0
RUS000020904850,b,1.0
RUS000014903459,ab,2.0
RUS000014903473,bb,2.0
RUS000014903471,b,1.0
RUS000003400815,ab,2.0
RUS000003400832,ab,2.0
RUS000004000954,b,1.0
RUS000002400534,b,1.0
RUS000002400540,a,1.0
RUS000002400543,bab,3.0
RUS000007501700,ab,2.0
RUS000000400089,a,1.0
RUS000000400103,b,1.0
RUS000007901769,b,1.0
RUS000014303305,a,1.0
RUS000014303286,a,1.0
RUS000003700867,b,1.0
RUS000003700863,b,1.0
RUS000005301233,b,1.0
RUS000005301223,babab,5.0
RUS000005301229,bb,2.0
RUS000008101791,b,1.0
RUS000011402696,b,1.0
RUS000011402681,b,1.0
RUS000016103789,ab,2.0
RUS000001300327,a,1.0
RUS000018304293,b,1.0
RUS000015603688,b,1.0
RUS000015603690,ab,2.0
RUS000011702792,b,1.0
RUS000011702786,b,1.0
RUS000013603194,b,1.0
RUS000013603198,ab,2.0
RUS000013603209,ababab,6.0
RUS000013103094,abb,3.0
RUS000013103082,b,1.0
RUS000013103085,b,1.0
RUS000021504939,b,1.0
RUS000021404906,b,1.0
RUS000021404908,b,1.0
RUS000006101386,b,1.0
RUS000006101383,bab,3.0
RUS000006101387,b,1.0
RUS000006101407,b,1.0
RUS000010802528,b,1.0
RUS000010802504,b,1.0
RUS000022705224,b,1.0
RUS000022705226,b,1.0
RUS000005801334,a,1.0
RUS000005801331,bab,3.0
RUS000005801339,bab,3.0
RUS000002800649,b,1.0
RUS000017704136,b,1.0
RUS000020104717,b,1.0
RUS000020104711,b,1.0
RUS000000600158,b,1.0
RUS000000600169,a,1.0
RUS000011902847,b,1.0
RUS000019304558,aba,3.0
RUS000019304575,a,1.0
RUS000013703217,b,1.0
RUS000015303592,bab,3.0
RUS000015303598,abab,4.0
RUS000020004702,ab,2.0
RUS000001200301,b,1.0
RUS000016603885,b,1.0
RUS000017404039,b,1.0
RUS000010402414,b,1.0
RUS000010402396,b,1.0
RUS000010402413,b,1.0
RUS000012402931,b,1.0
RUS000012402954,ab,2.0
RUS000012402956,b,1.0
RUS000012402941,b,1.0
RUS000019704638,b,1.0
RUS000019004478,bb,2.0
RUS000000300071,b,1.0
RUS000000300065,bb,2.0
RUS000014603397,bab,3.0
RUS000010202344,bb,2.0
RUS000017804167,b,1.0
RUS000017804163,b,1.0
RUS000022305125,b,1.0
RUS000015803744,a,1.0
RUS000000100025,b,1.0
RUS000000100009,ab,2.0
RUS000018604371,bb,2.0
RUS000018604386,ab,2.0
RUS000015503672,b,1.0
RUS000015503670,b,1.0
RUS000006601506,abab,4.0
RUS000008901991,b,1.0
RUS000008901987,ab,2.0
RUS000008901986,bb,2.0
RUS000006001375,bbb,3.0
RUS000006001358,bab,3.0
RUS000016403825,b,1.0
RUS000016403833,abab,4.0
RUS000000900249,a,1.0
RUS000019104493,bb,2.0
RUS000019104499,ab,2.0
RUS000019104495,bb,2.0
RUS000010002274,bb,2.0
RUS000021905010,b,1.0
RUS000021905007,b,1.0
RUS000018204274,b,1.0
RUS000007701742,ba,2.0
RUS000011802837,ab,2.0
RUS000016703904,ab,2.0
RUS000005701311,bab,3.0
RUS000005701323,bab,3.0
RUS000000700209,bab,3.0
RUS000000700183,ab,2.0
RUS000010702467,a,1.0
RUS000010702465,bab,3.0
RUS000013203123,b,1.0
RUS000013203111,a,1.0
RUS000005401275,a,1.0
RUS000020304762,b,1.0
RUS000020304765,b,1.0
RUS000020304764,b,1.0
RUS000011502734,b,1.0
RUS000011502730,b,1.0
RUS000018704406,abab,4.0
RUS000018704425,aabab,5.0
RUS000018704416,ab,2.0
RUS000022005024,b,1.0
RUS000003200755,ab,2.0
RUS000003200749,b,1.0
RUS000015703734,b,1.0
RUS000003500838,b,1.0
RUS000003500837,b,1.0
RUS000003500840,b,1.0
RUS000011002567,b,1.0
RUS000011002585,b,1.0
RUS000012102867,bbb,3.0
RUS000020604816,b,1.0
SGP000011703788,ab,2.0
SGP000011703786,ba,2.0
SGP000003901260,a,1.0
SGP000007602467,ab,2.0
SGP000007602455,ab,2.0
SGP000002200691,bb,2.0
SGP000002200705,b,1.0
SGP000004801552,ab,2.0
SGP000004801546,aa,2.0
SGP000005001632,babb,4.0
SGP000005001609,bab,3.0
SGP000005001631,ab,2.0
SGP000013804479,bb,2.0
SGP000013804487,abab,4.0
SGP000013804474,abaabb,6.0
SGP000007702473,aaaaab,6.0
SGP000007702501,ab,2.0
SGP000007702491,bab,3.0
SGP000007702490,bab,3.0
SGP000012604082,bab,3.0
SGP000012604090,ab,2.0
SGP000015404962,bab,3.0
SGP000015404974,ababab,6.0
SGP000002700853,abab,4.0
SGP000008202647,abab,4.0
SGP000005201685,abab,4.0
SGP000014504690,b,1.0
SGP000014504711,abab,4.0
SGP000017005463,a,1.0
SGP000017005461,ab,2.0
SGP000017005456,abb,3.0
SGP000008002589,a,1.0
SGP000008002580,bab,3.0
SGP000008002570,bab,3.0
SGP000005801872,ab,2.0
SGP000005801880,b,1.0
SGP000016505303,ab,2.0
SGP000000300084,aaab,4.0
SGP000000300096,baab,4.0
SGP000008502730,a,1.0
SGP000008502751,bab,3.0
SGP000000100001,ab,2.0
SGP000000100005,ab,2.0
SGP000000100015,abb,3.0
SGP000000200065,bab,3.0
SGP000000200053,abab,4.0
SGP000015004842,ab,2.0
SGP000005901927,abab,4.0
SGP000005901930,ab,2.0
SGP000005901929,bab,3.0
SGP000005901926,ab,2.0
SGP000010203299,abab,4.0
SGP000010203283,abb,3.0
SGP000010203307,bab,3.0
SGP000011503726,abab,4.0
SGP000011503720,ab,2.0
SGP000003301053,bab,3.0
SGP000003301049,bab,3.0
SGP000003301076,abab,4.0
SGP000000900258,abab,4.0
SGP000000900280,b,1.0
SGP000000900278,a,1.0
SGP000007402403,bab,3.0
SGP000011803813,b,1.0
SGP000011803798,babb,4.0
SGP000011803817,bab,3.0
SGP000016105182,ab,2.0
SGP000016105168,a,1.0
SGP000016105181,a,1.0
SGP000013704440,b,1.0
SGP000013704450,baaaaab,7.0
SGP000004001281,bab,3.0
SGP000004001299,bab,3.0
SGP000011103598,b,1.0
SGP000011103605,bab,3.0
SGP000009603087,bb,2.0
SGP000009603086,bab,3.0
SGP000010003226,abab,4.0
SGP000010003239,abab,4.0
SGP000010003216,aaaaab,6.0
SGP000001000303,abab,4.0
SGP000001000305,ba,2.0
SGP000008702811,abb,3.0
SGP000008702808,a,1.0
SGP000008302681,abbab,5.0
SGP000008302673,ab,2.0
SGP000008302662,abab,4.0
SGP000001600499,abab,4.0
SGP000001600507,bab,3.0
SGP000001600505,ab,2.0
SGP000001600508,b,1.0
SGP000004901571,abab,4.0
SGP000004901587,aab,3.0
SGP000004901568,ab,2.0
SGP000003701196,abb,3.0
SGP000003701185,bbabb,5.0
SGP000013304308,bab,3.0
SGP000003401090,b,1.0
SGP000003401087,ab,2.0
SGP000003401084,b,1.0
SGP000012404010,b,1.0
SGP000012404000,ab,2.0
SGP000012404024,b,1.0
SGP000011303664,b,1.0
SGP000011303662,b,1.0
SGP000011303642,bab,3.0
SGP000007202336,b,1.0
SGP000007202320,abab,4.0
SGP000007202313,ab,2.0
SGP000010703461,ab,2.0
SGP000006702194,ab,2.0
SGP000012704112,b,1.0
SGP000016705372,bab,3.0
SGP000016705366,b,1.0
SGP000016705377,abab,4.0
SGP000002100669,aaabab,6.0
SGP000002100674,bb,2.0
SGP000008602770,b,1.0
SGP000004701526,ab,2.0
SGP000004701506,bab,3.0
SGP000016005152,b,1.0
SGP000010103253,b,1.0
SGP000010103262,ab,2.0
SGP000011203625,b,1.0
SGP000011203630,bab,3.0
SGP000002300740,b,1.0
SGP000003601152,a,1.0
SGP000003601154,aaabaaaaabb,11.0
SGP000003601176,ab,2.0
SGP000012103928,abab,4.0
SGP000000800233,b,1.0
SGP000001300407,ab,2.0
SGP000012804133,a,1.0
SGP000012804131,abbabababab,11.0
SGP000001200380,b,1.0
SGP000001200376,babb,4.0
SGP000001200382,abb,3.0
SGP000009002909,bab,3.0
SGP000009002896,babb,4.0
SGP000009002912,bab,3.0
SGP000012904186,b,1.0
SGP000012904188,bab,3.0
SGP000012904176,abab,4.0
SGP000012904183,a,1.0
SGP000013504378,b,1.0
SGP000013504387,b,1.0
SGP000003000959,ab,2.0
SGP000003000967,abab,4.0
SGP000001400435,bab,3.0
SGP000001400432,aab,3.0
SGP000001400434,ab,2.0
SGP000014404655,a,1.0
SGP000014404672,b,1.0
SGP000014404682,bab,3.0
SGP000013604394,b,1.0
SGP000013604407,b,1.0
SGP000013604412,ab,2.0
SGP000005301733,aaab,4.0
SGP000005301720,b,1.0
SGP000005301724,b,1.0
SGP000006202019,a,1.0
SGP000015204908,ab,2.0
SGP000015204925,b,1.0
SGP000015204915,babab,5.0
SGP000002500797,abab,4.0
SGP000002500791,abbab,5.0
SGP000002500792,bab,3.0
SGP000002500811,bab,3.0
SGP000015304945,ab,2.0
SGP000015304950,a,1.0
SGP000006802199,aaab,4.0
SGP000006802204,baaaaa,6.0
SGP000014604722,bb,2.0
SGP000014604729,abab,4.0
SGP000011603729,b,1.0
SGP000011603753,ab,2.0
SGP000014204601,bb,2.0
SGP000002800891,ab,2.0
SGP000002800916,ab,2.0
SGP000008102627,bab,3.0
SGP000008102618,b,1.0
SGP000008102614,abab,4.0
SGP000017205534,b,1.0
SGP000017205538,a,1.0
SGP000017205516,aa,2.0
SGP000006602152,b,1.0
SGP000006602157,ab,2.0
SGP000006602142,baab,4.0
SGP000016305235,b,1.0
SGP000005101648,bb,2.0
SGP000005101649,babb,4.0
SGP000005101667,ab,2.0
SGP000003501129,b,1.0
SGP000006001960,bab,3.0
SGP000006001966,ab,2.0
SGP000006001946,ab,2.0
SGP000006001954,bbb,3.0
SGP000009503059,a,1.0
SGP000009503068,ab,2.0
SGP000009503064,b,1.0
SGP000009503080,aba,3.0
SGP000014004545,baab,4.0
SGP000014004549,abbb,4.0
SGP000014004558,ab,2.0
SGP000003801227,ab,2.0
SGP000010603424,b,1.0
SGP000010603422,bab,3.0
SGP000010603416,ab,2.0
SGP000014704772,b,1.0
SGP000004201353,ab,2.0
SGP000009202959,aab,3.0
SGP000009202973,b,1.0
SGP000009202964,b,1.0
SGP000009202975,ab,2.0
SGP000001900601,bababb,6.0
SGP000001900594,a,1.0
SGP000016905424,bab,3.0
SGP000008402702,ab,2.0
SGP000008402728,b,1.0
SGP000008402725,a,1.0
SGP000008802834,b,1.0
SGP000009302989,ab,2.0
SGP000009303003,b,1.0
SGP000009302984,b,1.0
SGP000009102947,b,1.0
SGP000009102952,abab,4.0
SGP000009102949,bab,3.0
SGP000007502414,bab,3.0
SGP000007502431,ab,2.0
SGP000016605326,a,1.0
SGP000016605336,b,1.0
SGP000004301385,babab,5.0
SGP000004301375,aaaaabb,7.0
SGP000004301378,b,1.0
SGP000008902884,bab,3.0
SGP000014904807,bab,3.0
SGP000006402090,ab,2.0
SGP000006402068,abab,4.0
SGP000001800566,babb,4.0
SGP000001800558,baab,4.0
SGP000001800580,a,1.0
SGP000001800570,b,1.0
SGP000010303344,abab,4.0
SGP000013904499,abab,4.0
SGP000013904520,abab,4.0
SGP000015905122,ab,2.0
SGP000015905105,ab,2.0
SGP000015905125,bb,2.0
SGP000013204264,babab,5.0
SGP000016805418,a,1.0
SGP000016805417,b,1.0
SGP000016805416,abab,4.0
SGP000000400120,bab,3.0
SGP000000400109,ab,2.0
SGP000003201016,bb,2.0
SGP000012203942,abab,4.0
SGP000012203948,bab,3.0
SGP000001700541,b,1.0
SGP000001700556,ab,2.0
SGP000001700542,bb,2.0
SGP000014304649,ab,2.0
SGP000015104879,ba,2.0
SGP000002900929,bab,3.0
SGP000002900920,ab,2.0
SGP000009803161,b,1.0
SGP000007802532,b,1.0
SGP000007802507,bab,3.0
SGP000007802512,b,1.0
SGP000007902551,b,1.0
SGP000005401740,abaaaaab,8.0
SGP000006302035,ababb,5.0
SGP000006302063,b,1.0
SGP000009703136,bab,3.0
SGP000007302350,baaaaab,7.0
SGP000007302345,a,1.0
SGP000012504036,b,1.0
SGP000012504061,bab,3.0
SGP000010903511,bab,3.0
SGP000010903528,abab,4.0
SGP000010903531,abab,4.0
SGP000016405287,b,1.0
SGP000016405285,aaaaab,6.0
SGP000016405292,bab,3.0
SGP000012303969,b,1.0
SGP000012303994,abab,4.0
SGP000014104580,ab,2.0
SGP000014104574,b,1.0
SGP000010403350,ab,2.0
SGP000009403024,b,1.0
SGP000009403028,aabbab,6.0
SGP000009403023,abbab,5.0
SGP000004401411,abab,4.0
SGP000004401426,babab,5.0
SGP000015805100,abab,4.0
SGP000015805102,b,1.0
SGP000015805086,b,1.0
SGP000000700200,ab,2.0
SGP000013404335,ab,2.0
SGP000013404341,abab,4.0
SGP000006902236,abab,4.0
SGP000006902245,b,1.0
SGP000006902260,b,1.0
SGP000006902251,ab,2.0
SGP000012003886,bb,2.0
SGP000012003865,bb,2.0
SGP000004601491,abab,4.0
SGP000004601486,ab,2.0
SGP000001100332,ab,2.0
SGP000001100342,b,1.0
SGP000017105484,ab,2.0
SGP000017105498,ab,2.0
SGP000016205201,ab,2.0
SGP000016205198,abaaaaab,8.0
SGP000005501771,bab,3.0
SGP000005501782,bab,3.0
SGP000003101012,a,1.0
SGP000003100996,bab,3.0
SGP000003100985,aab,3.0
SGP000011003562,abbbb,5.0
SGP000011003569,b,1.0
SGP000001500483,ab,2.0
SGP000001500482,bab,3.0
SGP000001500464,abab,4.0
SGP000013104257,babb,4.0
SGP000002600849,bab,3.0
SGP000002600821,ab,2.0
SGP000010803501,abab,4.0
SGP000010803502,bab,3.0
SGP000010803506,b,1.0
SGP000002000626,ab,2.0
SGP000006101988,bab,3.0
SGP000006101978,b,1.0
SGP000004101323,ab,2.0
SGP000004101331,bab,3.0
SGP000015605026,b,1.0
SGP000000600186,b,1.0
SGP000000600173,abab,4.0
SGP000000600169,ab,2.0
SRB000011503549,aab,3.0
SRB000011503539,b,1.0
SRB000011503529,aaaaab,6.0
SRB000011503531,abababb,7.0
SRB000012303807,ab,2.0
SRB000012303809,a,1.0
SRB000012303787,ab,2.0
SRB000012303805,b,1.0
SRB000012303806,b,1.0
SRB000013704186,ab,2.0
SRB000004101259,bab,3.0
SRB000004101249,aab,3.0
SRB000004101275,ab,2.0
SRB000004501394,ab,2.0
SRB000004501390,ab,2.0
SRB000004501409,aab,3.0
SRB000009102812,ab,2.0
SRB000009102831,a,1.0
SRB000009102801,ab,2.0
SRB000009102822,a,1.0
SRB000003201015,b,1.0
SRB000003201004,ab,2.0
SRB000003201017,bab,3.0
SRB000005601738,ab,2.0
SRB000005601732,ab,2.0
SRB000005601735,ab,2.0
SRB000004801465,b,1.0
SRB000004801475,bab,3.0
SRB000009602959,b,1.0
SRB000009602944,a,1.0
SRB000009602952,b,1.0
SRB000000700196,bab,3.0
SRB000000700211,b,1.0
SRB000012703924,bab,3.0
SRB000007002151,ab,2.0
SRB000008802725,ab,2.0
SRB000008902761,b,1.0
SRB000008902745,b,1.0
SRB000008902759,a,1.0
SRB000004201304,ab,2.0
SRB000004201287,bab,3.0
SRB000004201303,bb,2.0
SRB000012803963,b,1.0
SRB000007902422,b,1.0
SRB000007902429,a,1.0
SRB000006602058,b,1.0
SRB000008002463,b,1.0
SRB000008002465,aaaaab,6.0
SRB000008002471,ab,2.0
SRB000008002456,abbab,5.0
SRB000008002452,ab,2.0
SRB000006402015,b,1.0
SRB000006401992,ab,2.0
SRB000008602648,ab,2.0
SRB000008602653,ab,2.0
SRB000001000277,b,1.0
SRB000001000285,abab,4.0
SRB000001000278,b,1.0
SRB000010703295,ab,2.0
SRB000000600189,b,1.0
SRB000015004565,b,1.0
SRB000015004590,a,1.0
SRB000015004588,b,1.0
SRB000002300714,ab,2.0
SRB000002300731,aaaaab,6.0
SRB000002300723,aab,3.0
SRB000003601148,ab,2.0
SRB000011003376,aab,3.0
SRB000011003393,b,1.0
SRB000011003375,b,1.0
SRB000011003387,ab,2.0
SRB000006702086,a,1.0
SRB000006702110,ab,2.0
SRB000006702111,b,1.0
SRB000006702104,aa,2.0
SRB000003100963,a,1.0
SRB000005701777,b,1.0
SRB000005701780,b,1.0
SRB000006802116,b,1.0
SRB000011603585,a,1.0
SRB000011603564,ab,2.0
SRB000005501702,bab,3.0
SRB000005501692,ab,2.0
SRB000005501719,ab,2.0
SRB000005501711,ab,2.0
SRB000005501701,ab,2.0
SRB000012503870,bb,2.0
SRB000012503852,bb,2.0
SRB000012503873,ab,2.0
SRB000012503867,abab,4.0
SRB000012503848,ab,2.0
SRB000003401075,a,1.0
SRB000003401085,ab,2.0
SRB000005901838,b,1.0
SRB000005901819,b,1.0
SRB000005901820,b,1.0
SRB000013504152,ab,2.0
SRB000013504132,b,1.0
SRB000007602362,ab,2.0
