stu_id,sequence,length
NLD000013803426,bab,3.0
NLD000015403828,b,1.0
NLD000015403818,ab,2.0
NLD000015403831,bab,3.0
NLD000015403809,bab,3.0
NLD000016904207,b,1.0
NLD000016904200,b,1.0
NLD000016904198,a,1.0
NLD000006401574,ab,2.0
NLD000006401570,b,1.0
NLD000006401563,bab,3.0
NLD000006401572,ab,2.0
NLD000004001001,bab,3.0
NLD000004000998,ab,2.0
NLD000004000992,abab,4.0
NLD000004001018,abb,3.0
NLD000016204035,ab,2.0
NLD000016204014,bab,3.0
NLD000016204026,abab,4.0
NLD000016204020,ab,2.0
NLD000016204028,aaaaa,5.0
NLD000016204022,b,1.0
NLD000016204025,abab,4.0
NLD000000100015,abab,4.0
NLD000000100011,bab,3.0
NLD000000100027,ab,2.0
NLD000000100030,ab,2.0
NLD000000100003,bab,3.0
NLD000000700160,b,1.0
NLD000000700164,bab,3.0
NLD000000700182,ab,2.0
NLD000000700176,bab,3.0
NLD000007901957,ab,2.0
NLD000007901951,bab,3.0
NLD000013603376,a,1.0
NLD000013603362,ab,2.0
NLD000013603384,ab,2.0
NLD000001700436,b,1.0
NLD000001700429,bab,3.0
NLD000001700430,abab,4.0
NLD000001700443,ab,2.0
NLD000001700433,ab,2.0
NLD000015503840,bab,3.0
NLD000015503833,a,1.0
NLD000012203004,aaaaa,5.0
NLD000012203009,a,1.0
NLD000012203011,b,1.0
NLD000012203015,bab,3.0
NLD000002000504,b,1.0
NLD000002000513,a,1.0
NLD000014303543,ab,2.0
NLD000014303552,bab,3.0
NLD000014303547,abab,4.0
NLD000014303540,aaaaab,6.0
NLD000014303539,ab,2.0
NLD000014303538,a,1.0
NLD000014303544,abab,4.0
NLD000009302321,ab,2.0
NLD000009302308,b,1.0
NLD000009302316,aab,3.0
NLD000009302319,a,1.0
NLD000005501357,bab,3.0
NLD000005501335,ab,2.0
NLD000005501349,ab,2.0
NLD000005501354,ab,2.0
NLD000005501342,bab,3.0
NLD000005501338,abab,4.0
NLD000006501606,ab,2.0
NLD000006501588,b,1.0
NLD000008402061,ab,2.0
NLD000008402072,abab,4.0
NLD000008402082,ab,2.0
NLD000008402084,ab,2.0
NLD000005001251,abab,4.0
NLD000005001252,ab,2.0
NLD000001100288,b,1.0
NLD000001100284,ab,2.0
NLD000001100282,a,1.0
NLD000001100291,a,1.0
NLD000014903681,ab,2.0
NLD000014903689,ab,2.0
NLD000014903690,b,1.0
NLD000014903679,abab,4.0
NLD000002500625,b,1.0
NLD000002500630,a,1.0
NLD000002500614,a,1.0
NLD000002500635,abab,4.0
NLD000002500629,bab,3.0
NLD000002500610,bab,3.0
NLD000014803677,a,1.0
NLD000014803667,abab,4.0
NLD000014803654,bab,3.0
NLD000014803676,a,1.0
NLD000014803658,b,1.0
NLD000008802189,ab,2.0
NLD000008802188,bbb,3.0
NLD000008802181,ab,2.0
NLD000008802180,bab,3.0
NLD000015603864,b,1.0
NLD000015603882,b,1.0
NLD000015603863,ab,2.0
NLD000015603869,a,1.0
NLD000015603875,abab,4.0
NLD000015203765,ab,2.0
NLD000015203770,b,1.0
NLD000003900977,ab,2.0
NLD000003900981,ab,2.0
NLD000003900975,abab,4.0
NLD000003900984,ab,2.0
NLD000007201770,bab,3.0
NLD000007201767,bab,3.0
NLD000007201757,abab,4.0
NLD000013403324,b,1.0
NLD000013403314,abab,4.0
NLD000013403331,ab,2.0
NLD000003400853,a,1.0
NLD000003400855,ab,2.0
NLD000003400851,bab,3.0
NLD000003400856,ab,2.0
NLD000003400858,b,1.0
NLD000007701904,ab,2.0
NLD000003100783,a,1.0
NLD000003100793,ab,2.0
NLD000003100781,abab,4.0
NLD000003100786,ab,2.0
NLD000003100792,ab,2.0
NLD000014503578,aba,3.0
NLD000014503585,ab,2.0
NLD000014503588,babb,4.0
NLD000011902945,ab,2.0
NLD000011902939,b,1.0
NLD000011902942,bab,3.0
NLD000011902930,a,1.0
NLD000016504088,a,1.0
NLD000016504096,a,1.0
NLD000002100525,bab,3.0
NLD000002100533,abab,4.0
NLD000002100521,b,1.0
NLD000002100542,bab,3.0
NLD000002100543,ab,2.0
NLD000002100528,ab,2.0
NLD000010702643,b,1.0
NLD000010702651,b,1.0
NLD000010702650,ab,2.0
NLD000013203266,ab,2.0
NLD000013203273,ab,2.0
NLD000013203278,b,1.0
NLD000013203276,ab,2.0
NLD000013203284,abb,3.0
NLD000008001965,bab,3.0
NLD000008001962,ab,2.0
NLD000001500389,ab,2.0
NLD000001500393,ab,2.0
NLD000001500396,ab,2.0
NLD000001500392,abab,4.0
NLD000016604120,a,1.0
NLD000016604110,bab,3.0
NLD000016604114,b,1.0
NLD000016604131,b,1.0
NLD000016604127,ab,2.0
NLD000006601618,ab,2.0
NLD000006601628,aab,3.0
NLD000006601615,ab,2.0
NLD000006601631,b,1.0
NLD000006601620,abab,4.0
NLD000017704389,ab,2.0
NLD000017704386,b,1.0
NLD000007401835,bb,2.0
NLD000007401809,a,1.0
NLD000007401822,bab,3.0
NLD000007401827,bab,3.0
NLD000007401824,babab,5.0
NLD000007401825,a,1.0
NLD000007401816,b,1.0
NLD000013503338,ab,2.0
NLD000013503341,ab,2.0
NLD000013503350,bab,3.0
NLD000013503347,b,1.0
NLD000013503342,b,1.0
NLD000001200318,a,1.0
NLD000001200300,a,1.0
NLD000001200312,bab,3.0
NLD000016804185,bab,3.0
NLD000016804184,abab,4.0
NLD000016804173,a,1.0
NLD000007001727,ab,2.0
NLD000007001726,ab,2.0
NLD000005201285,b,1.0
NLD000005201282,ab,2.0
NLD000005201286,ab,2.0
NLD000005201281,ab,2.0
NOR000000200039,ab,2.0
NOR000000200040,ab,2.0
NOR000008102011,ab,2.0
NOR000008102015,ab,2.0
NOR000008102008,ab,2.0
NOR000010902658,a,1.0
NOR000007701897,ab,2.0
NOR000011402764,ababb,5.0
NOR000002100521,abbab,5.0
NOR000002100540,abab,4.0
NOR000002100522,a,1.0
NOR000002100524,b,1.0
NOR000001400331,abab,4.0
NOR000001400340,ab,2.0
NOR000001400336,a,1.0
NOR000016603954,b,1.0
NOR000016603947,bab,3.0
NOR000001100250,bab,3.0
NOR000001100272,b,1.0
NOR000015503755,aab,3.0
NOR000015503743,ba,2.0
NOR000015503753,abab,4.0
NOR000000700174,ab,2.0
NOR000006101507,bab,3.0
NOR000006101508,abab,4.0
NOR000003400847,abab,4.0
NOR000012603042,babab,5.0
NOR000012603039,a,1.0
NOR000017304119,bab,3.0
NOR000017304138,ab,2.0
NOR000013503246,bab,3.0
NOR000013503270,bab,3.0
NOR000016503929,abab,4.0
NOR000016503942,b,1.0
NOR000002300589,a,1.0
NOR000015203674,b,1.0
NOR000015203666,aa,2.0
NOR000018304357,bab,3.0
NOR000018304355,bab,3.0
NOR000004101025,a,1.0
NOR000004101000,babab,5.0
NOR000004101010,ba,2.0
NOR000017404146,aabb,4.0
NOR000017404164,b,1.0
NOR000001600381,ab,2.0
NOR000001600403,bab,3.0
NOR000006001474,bab,3.0
NOR000007001717,b,1.0
NOR000014503513,b,1.0
NOR000014503508,abab,4.0
NOR000014503505,aa,2.0
NOR000019004529,a,1.0
NOR000019004514,bab,3.0
NOR000019004537,ab,2.0
NOR000019004523,b,1.0
NOR000004901230,aba,3.0
NOR000004901208,ababb,5.0
NOR000002800707,bab,3.0
NOR000002800700,bab,3.0
NOR000002800705,bab,3.0
NOR000009902450,b,1.0
NOR000018804482,aba,3.0
NOR000007101740,ab,2.0
NOR000006301569,ab,2.0
NOR000006301562,ab,2.0
NOR000002900720,b,1.0
NOR000018704438,ab,2.0
NOR000001500370,abababab,8.0
NOR000001500380,bab,3.0
NOR000012002889,ab,2.0
NOR000012002909,baab,4.0
NOR000013903367,ab,2.0
NOR000014603518,bab,3.0
NOR000014603524,bab,3.0
NOR000014603522,a,1.0
NOR000019504622,bab,3.0
NOR000007401823,b,1.0
NOR000019604655,bab,3.0
NOR000015003636,ab,2.0
NOR000008502128,abab,4.0
NOR000005401334,bab,3.0
NOR000013703316,abab,4.0
NOR000004201051,abb,3.0
NOR000004201030,b,1.0
NOR000019204582,b,1.0
NOR000019204578,aab,3.0
NOR000003000755,ab,2.0
NOR000012803079,abab,4.0
NOR000008902211,b,1.0
NOR000008902208,a,1.0
NOR000003300802,bab,3.0
NOR000012903108,abab,4.0
NOR000012903101,ab,2.0
NOR000012903124,abab,4.0
NOR000000100001,aa,2.0
NOR000001000221,aaaaab,6.0
NOR000007801933,b,1.0
NOR000007801934,ab,2.0
NOR000000600134,ab,2.0
NOR000000600136,b,1.0
NOR000018104336,babab,5.0
NOR000018104332,ab,2.0
NOR000018104333,a,1.0
NOR000012402984,aaaaaabab,9.0
NOR000012402985,bab,3.0
NOR000004401084,a,1.0
NOR000010602588,bb,2.0
NOR000010602593,aa,2.0
NOR000010602582,aab,3.0
NOR000010602600,b,1.0
NOR000017804249,bab,3.0
NOR000017804269,bab,3.0
NOR000017804271,ab,2.0
NOR000016804017,aaaaab,6.0
NOR000009402339,abab,4.0
NOR000009402346,aabb,4.0
NOR000009402351,a,1.0
NOR000013303212,b,1.0
NOR000013303205,ba,2.0
NOR000004301076,ab,2.0
NOR000004301075,b,1.0
NOR000006801662,abab,4.0
NOR000006801680,abab,4.0
NOR000008802179,ab,2.0
NOR000008802198,a,1.0
NOR000016703973,bab,3.0
NOR000002600662,a,1.0
NOR000002600651,b,1.0
NOR000002600665,b,1.0
NOR000019704675,b,1.0
NOR000019704672,bab,3.0
NOR000011902876,a,1.0
NOR000011902867,b,1.0
NOR000002200556,aab,3.0
NOR000002200561,a,1.0
NOR000014703547,abab,4.0
NOR000000900212,aaaaaa,6.0
NOR000000900202,a,1.0
NOR000000500105,abab,4.0
NOR000000500116,b,1.0
NOR000000500120,a,1.0
NOR000012302951,ab,2.0
NOR000012302973,b,1.0
NOR000004501117,ab,2.0
NOR000004501108,ab,2.0
NOR000010302548,b,1.0
NOR000013603287,ab,2.0
NOR000013803321,ab,2.0
NOR000013803322,abab,4.0
NOR000014303447,ab,2.0
NOR000014803588,bab,3.0
NOR000014803567,b,1.0
NOR000001300322,bab,3.0
NOR000015303688,b,1.0
NOR000015303705,abab,4.0
NOR000002500641,abab,4.0
NOR000002500633,bab,3.0
NOR000012703060,ab,2.0
NOR000012703072,bab,3.0
NOR000009602404,ab,2.0
NOR000009602408,ab,2.0
NOR000008302056,baaaaabab,9.0
NOR000008302069,b,1.0
NOR000008302057,aaaaa,5.0
NOR000001900474,a,1.0
NOR000004701175,a,1.0
NOR000004701168,bab,3.0
NOR000004701179,ab,2.0
NOR000010802636,ab,2.0
NOR000008402090,b,1.0
NOR000008402081,ab,2.0
NOR000003700909,aab,3.0
NOR000009302329,ab,2.0
NOR000009302307,abb,3.0
NOR000003600891,abab,4.0
NOR000003600889,a,1.0
NOR000012202924,a,1.0
NOR000012202936,bab,3.0
NOR000018504432,aaaaa,5.0
NOR000018504427,abab,4.0
NOR000018504425,bab,3.0
NOR000005801440,ab,2.0
NOR000005801442,a,1.0
NOR000001800445,ab,2.0
NOR000001800448,b,1.0
NOR000005201289,ab,2.0
NOR000005201293,abab,4.0
NOR000005201272,ab,2.0
NOR000018904489,bab,3.0
NOR000013403235,bab,3.0
NOR000013403219,ab,2.0
NOR000017704246,abab,4.0
NOR000017704239,bab,3.0
NOR000009002239,b,1.0
NOR000017204091,b,1.0
NOR000017204109,ab,2.0
NOR000010002478,a,1.0
NOR000007901961,b,1.0
NOR000007901946,a,1.0
NOR000016103886,ab,2.0
NOR000006901701,b,1.0
NOR000004801199,ab,2.0
NOR000003100780,b,1.0
NOR000003500853,bab,3.0
NOR000003500857,b,1.0
NOR000002400603,a,1.0
NOR000002400595,ab,2.0
NOR000002400599,bab,3.0
NOR000001700429,aab,3.0
NOR000006201532,a,1.0
NOR000015103656,b,1.0
NOR000015103645,abab,4.0
NOR000007601886,ab,2.0
NOR000007601874,a,1.0
NOR000007201763,b,1.0
NOR000007201777,b,1.0
NOR000015403726,ab,2.0
NOR000011602800,bab,3.0
NOR000011602799,b,1.0
NOR000000300075,aaaaa,5.0
NOR000000300065,abb,3.0
NOR000002700687,abab,4.0
NOR000019104538,ab,2.0
NOR000019104544,bab,3.0
NOR000017104077,baaaaab,7.0
NOR000018004300,bab,3.0
NOR000016904023,a,1.0
NOR000012102911,bab,3.0
NOR000005301312,ab,2.0
NOR000005301305,aaaaa,5.0
NOR000018204343,ab,2.0
NOR000018204340,abab,4.0
NOR000018204349,b,1.0
NOR000009802449,a,1.0
NOR000010202518,ab,2.0
NOR000013003132,ab,2.0
NOR000013003136,ab,2.0
NOR000005101264,ab,2.0
NOR000011302754,a,1.0
NOR000015903859,bab,3.0
NOR000015803807,a,1.0
NOR000015803814,abab,4.0
NOR000015803830,ab,2.0
NOR000001200298,a,1.0
NOR000014903591,bab,3.0
NOR000014903601,abab,4.0
NOR000002000502,ab,2.0
NOR000002000511,ba,2.0
NOR000008001972,ab,2.0
NOR000008001966,ab,2.0
NOR000008001967,ab,2.0
NOR000018404381,b,1.0
NOR000018404384,ab,2.0
NOR000003900966,b,1.0
NOR000003900952,ab,2.0
NOR000015603781,bab,3.0
NOR000015603777,a,1.0
NOR000011002700,a,1.0
NOR000005501355,b,1.0
NOR000005001245,bab,3.0
NOR000005001246,baaaaab,7.0
NOR000000800182,ab,2.0
NOR000000800194,ab,2.0
NOR000000800188,a,1.0
NOR000006701657,bab,3.0
NOR000013203183,abab,4.0
NOR000014103408,a,1.0
NOR000005601389,abb,3.0
NOR000005601385,abbab,5.0
POL000003700918,a,1.0
POL000013303286,ab,2.0
POL000013303301,b,1.0
POL000011102736,b,1.0
POL000012002951,bab,3.0
POL000012002964,b,1.0
POL000015203784,abab,4.0
POL000007001731,b,1.0
POL000014003474,bab,3.0
POL000014003462,ab,2.0
POL000014003472,bab,3.0
POL000016003980,abab,4.0
POL000016003972,b,1.0
POL000018004495,b,1.0
POL000001000224,b,1.0
POL000002500628,a,1.0
POL000010202531,b,1.0
POL000016904245,ab,2.0
POL000016904241,bab,3.0
POL000008202022,ab,2.0
POL000008202026,b,1.0
POL000014103480,ab,2.0
POL000016704189,abaaaaab,8.0
POL000016704188,bab,3.0
POL000017004265,b,1.0
POL000017004279,b,1.0
POL000017004269,bab,3.0
POL000004201058,b,1.0
POL000004201067,abbab,5.0
POL000013103232,abab,4.0
POL000013103236,bab,3.0
POL000014603622,b,1.0
POL000014603610,ab,2.0
POL000005301319,b,1.0
POL000001100239,bab,3.0
POL000007301825,b,1.0
POL000007301821,bb,2.0
POL000017404335,b,1.0
POL000005001266,b,1.0
POL000005001257,a,1.0
POL000012703124,b,1.0
POL000012703122,b,1.0
POL000014703634,abab,4.0
POL000014703651,b,1.0
POL000006101467,b,1.0
POL000009502355,b,1.0
POL000016204049,b,1.0
POL000011202779,b,1.0
POL000008802176,b,1.0
POL000008802186,b,1.0
POL000003200818,bab,3.0
POL000000100005,b,1.0
POL000003300848,b,1.0
POL000003300849,a,1.0
POL000003300829,b,1.0
POL000008101984,b,1.0
POL000015103767,bab,3.0
POL000015103755,b,1.0
POL000005601379,aba,3.0
POL000002000484,b,1.0
POL000002000468,a,1.0
POL000013703383,b,1.0
POL000017504370,b,1.0
POL000017504357,a,1.0
POL000004801184,ab,2.0
POL000004801180,ab,2.0
POL000004801187,bab,3.0
POL000004301074,b,1.0
POL000013803397,bab,3.0
POL000005501338,bab,3.0
POL000017904451,bab,3.0
POL000017904457,b,1.0
POL000008702161,ab,2.0
POL000008702164,b,1.0
POL000008702159,abab,4.0
POL000006201517,b,1.0
POL000006201496,b,1.0
POL000012603086,b,1.0
POL000012603081,bb,2.0
POL000013503356,b,1.0
POL000009202266,b,1.0
POL000009202262,abab,4.0
POL000004901225,a,1.0
POL000006301523,b,1.0
POL000006301535,b,1.0
POL000006501586,bab,3.0
POL000010802679,ab,2.0
POL000010802658,b,1.0
POL000010802674,ab,2.0
POL000012102986,a,1.0
POL000015503820,b,1.0
POL000015503825,a,1.0
POL000015503843,bab,3.0
POL000011302823,bab,3.0
POL000011302799,b,1.0
POL000002800706,abb,3.0
POL000002800691,bab,3.0
POL000015903937,bab,3.0
POL000006801678,b,1.0
POL000003100776,a,1.0
POL000010102516,b,1.0
POL000010102522,ab,2.0
POL000005801416,babab,5.0
POL000005801417,b,1.0
POL000012203000,bb,2.0
POL000012202997,babab,5.0
POL000001400312,b,1.0
POL000005701391,b,1.0
POL000005701403,bab,3.0
POL000010602624,ab,2.0
POL000000800191,a,1.0
POL000000800207,b,1.0
POL000008302047,b,1.0
POL000008302038,ab,2.0
POL000016304066,ab,2.0
POL000012503062,ab,2.0
POL000014803662,b,1.0
POL000001300301,bab,3.0
POL000001300297,b,1.0
POL000001300295,b,1.0
POL000003800940,ab,2.0
POL000000600134,b,1.0
POL000013903420,b,1.0
POL000002300560,b,1.0
POL000002200529,b,1.0
POL000016504108,bab,3.0
POL000016504114,abab,4.0
POL000006901682,b,1.0
POL000006901706,b,1.0
POL000009402337,b,1.0
POL000006401553,ab,2.0
POL000006401556,bb,2.0
POL000015803926,ab,2.0
POL000004701154,b,1.0
POL000004701150,abab,4.0
POL000015403799,bb,2.0
POL000016804224,bab,3.0
POL000016804203,b,1.0
POL000016804207,b,1.0
POL000004000996,bbb,3.0
POL000004000993,b,1.0
POL000000500117,b,1.0
POL000018404599,ab,2.0
POL000018404598,b,1.0
POL000014203521,b,1.0
POL000014203527,abbbab,6.0
POL000015603865,b,1.0
POL000015603858,b,1.0
POL000010502607,ab,2.0
POL000009102231,bab,3.0
POL000016604159,bab,3.0
POL000016604140,b,1.0
POL000016604148,b,1.0
POL000008602126,b,1.0
POL000011902919,b,1.0
POL000014403594,bab,3.0
POL000009902459,b,1.0
POL000009902472,bab,3.0
POL000009902462,bab,3.0
POL000003600897,b,1.0
POL000003600916,ab,2.0
POL000003600912,b,1.0
POL000002400593,ab,2.0
POL000003000753,b,1.0
POL000003000768,b,1.0
POL000008502098,b,1.0
POL000008502110,b,1.0
POL000010902690,abab,4.0
POL000010902691,babab,5.0
POL000017604396,ab,2.0
POL000007101757,b,1.0
POL000007101741,b,1.0
POL000007101763,b,1.0
POL000001600377,b,1.0
POL000004501133,b,1.0
POL000004501123,b,1.0
POL000009602368,bab,3.0
POL000005201289,b,1.0
POL000014903681,a,1.0
POL000002900747,b,1.0
POL000018304569,b,1.0
POL000018304547,ab,2.0
POL000011502842,bb,2.0
POL000006001457,b,1.0
POL000006001462,b,1.0
POL000011802905,bab,3.0
POL000017204307,b,1.0
POL000017204296,bab,3.0
POL000017204299,ab,2.0
POL000004401111,bb,2.0
POL000004401103,ab,2.0
POL000007701902,b,1.0
POL000003500869,b,1.0
POL000003500883,ab,2.0
POL000017704415,bab,3.0
POL000017704430,ab,2.0
POL000010402589,ab,2.0
POL000010402592,ab,2.0
POL000010402599,babab,5.0
POL000003400857,bab,3.0
POL000007501870,ab,2.0
POL000014303538,bab,3.0
POL000014303551,ab,2.0
POL000014303563,abab,4.0
POL000001800420,ab,2.0
POL000017804442,ab,2.0
POL000017304314,abaab,5.0
PRT000009702804,aab,3.0
PRT000002100601,b,1.0
PRT000002100606,ab,2.0
PRT000016604830,b,1.0
PRT000016604839,ab,2.0
PRT000018505415,abab,4.0
PRT000018505400,bb,2.0
PRT000018505388,abab,4.0
PRT000007702185,b,1.0
PRT000007702191,bb,2.0
PRT000005701639,bab,3.0
PRT000005701631,ab,2.0
PRT000000700182,a,1.0
PRT000000700179,abb,3.0
PRT000000700205,b,1.0
PRT000013103768,abb,3.0
PRT000011003157,ab,2.0
PRT000011003156,ab,2.0
PRT000006601867,bab,3.0
PRT000014504191,a,1.0
PRT000004501311,b,1.0
PRT000014704227,aaaaaa,6.0
PRT000003501029,b,1.0
PRT000004701353,ab,2.0
PRT000004701361,b,1.0
PRT000000100008,ab,2.0
PRT000000100005,ab,2.0
PRT000019505714,ab,2.0
PRT000019505719,abab,4.0
PRT000010102906,b,1.0
PRT000010102911,b,1.0
PRT000010102919,bbb,3.0
PRT000013803975,aab,3.0
PRT000001600482,abab,4.0
PRT000001600455,abab,4.0
PRT000018905521,bab,3.0
PRT000018905520,bababb,6.0
PRT000002200619,ab,2.0
PRT000001900525,a,1.0
PRT000015404459,ab,2.0
PRT000000400104,bb,2.0
PRT000000400102,ab,2.0
PRT000006201755,baab,4.0
PRT000006201760,bb,2.0
PRT000006201749,ab,2.0
PRT000013904008,b,1.0
PRT000013904016,b,1.0
PRT000013904029,abab,4.0
PRT000007802213,b,1.0
PRT000007802232,b,1.0
PRT000006701890,b,1.0
PRT000006701892,ab,2.0
PRT000018105289,ab,2.0
PRT000018105282,bab,3.0
PRT000004301250,b,1.0
PRT000004301264,ab,2.0
PRT000004301265,abab,4.0
PRT000001400406,b,1.0
PRT000001400425,b,1.0
PRT000001400415,bab,3.0
PRT000004201238,bb,2.0
PRT000004201248,b,1.0
PRT000008502416,ab,2.0
PRT000008502415,ba,2.0
PRT000012803689,ab,2.0
PRT000013703967,bab,3.0
PRT000013303825,abab,4.0
PRT000019205621,b,1.0
PRT000019205642,abab,4.0
PRT000011503307,ababb,5.0
PRT000008102332,ab,2.0
PRT000015104380,abab,4.0
PRT000002800834,b,1.0
PRT000002800811,bb,2.0
PRT000002500734,bab,3.0
PRT000014204130,b,1.0
PRT000018205304,abbab,5.0
PRT000018205306,ab,2.0
PRT000003300981,aaaaab,6.0
PRT000015004344,ab,2.0
PRT000010803109,b,1.0
PRT000010803114,bab,3.0
PRT000009902859,bab,3.0
PRT000009902855,a,1.0
PRT000000200032,ab,2.0
PRT000000200039,bab,3.0
PRT000012303524,b,1.0
PRT000015204398,b,1.0
PRT000015204388,abab,4.0
PRT000005001432,ab,2.0
PRT000016004619,b,1.0
PRT000016004626,a,1.0
PRT000016004611,b,1.0
PRT000012103486,b,1.0
PRT000012003455,bab,3.0
PRT000003401020,ab,2.0
PRT000003401005,abab,4.0
PRT000003401017,b,1.0
PRT000005901689,b,1.0
PRT000008702510,b,1.0
PRT000008702515,b,1.0
PRT000008702503,ab,2.0
PRT000002000552,abab,4.0
PRT000002000569,a,1.0
PRT000002000558,bab,3.0
PRT000001100321,ab,2.0
PRT000001100330,abab,4.0
PRT000009602766,b,1.0
PRT000006801918,ab,2.0
PRT000006801930,b,1.0
PRT000016104645,a,1.0
PRT000016104672,abab,4.0
PRT000016104644,babb,4.0
PRT000013203798,b,1.0
PRT000013203773,ab,2.0
PRT000013203790,b,1.0
PRT000017205001,baaaaab,7.0
PRT000017205021,bab,3.0
PRT000017205014,ab,2.0
PRT000006001713,baab,4.0
PRT000006001696,b,1.0
PRT000015804575,a,1.0
PRT000003100906,b,1.0
PRT000003100934,b,1.0
PRT000003100925,bb,2.0
PRT000014804261,abab,4.0
PRT000014804289,b,1.0
PRT000013403847,a,1.0
PRT000002300665,bab,3.0
PRT000002300643,a,1.0
PRT000017805219,ababb,5.0
PRT000017805198,b,1.0
PRT000001700487,baaaaab,7.0
PRT000019405703,aab,3.0
PRT000019405685,b,1.0
PRT000019405695,bab,3.0
PRT000019405691,ab,2.0
PRT000000300066,b,1.0
PRT000000300050,ababb,5.0
PRT000010703079,b,1.0
PRT000010703073,b,1.0
PRT000016404742,aba,3.0
PRT000016404749,b,1.0
PRT000009002606,b,1.0
PRT000003901145,a,1.0
PRT000008002289,abaab,5.0
PRT000008002301,babab,5.0
PRT000008002287,ab,2.0
PRT000011803416,bab,3.0
PRT000011803415,bb,2.0
PRT000008602472,bb,2.0
PRT000001500442,abab,4.0
PRT000019105597,ab,2.0
PRT000017905226,ababab,6.0
PRT000017905229,abab,4.0
PRT000007302090,ab,2.0
PRT000016904916,a,1.0
PRT000012703638,ab,2.0
PRT000012703643,a,1.0
PRT000012703649,abb,3.0
PRT000010603061,ab,2.0
PRT000002400691,bab,3.0
PRT000002400702,ab,2.0
PRT000009102645,b,1.0
PRT000000800232,a,1.0
PRT000014104083,bab,3.0
PRT000014104110,a,1.0
PRT000018005264,aaaaa,5.0
PRT000004401284,ab,2.0
PRT000004401306,ab,2.0
PRT000002700800,ab,2.0
PRT000009402742,abababb,7.0
PRT000009402717,bab,3.0
PRT000006301783,ababab,6.0
PRT000012903710,abb,3.0
PRT000012903719,a,1.0
PRT000009302703,ab,2.0
PRT000009302706,b,1.0
PRT000001200351,aaaaaaaaa,9.0
PRT000001200367,a,1.0
PRT000001300383,b,1.0
PRT000018605428,a,1.0
PRT000018605438,ab,2.0
PRT000018605434,b,1.0
PRT000018605451,bab,3.0
PRT000007102019,b,1.0
PRT000007102051,b,1.0
PRT000000500134,bb,2.0
PRT000000500108,ab,2.0
PRT000003000885,ab,2.0
PRT000007001996,b,1.0
PRT000007001994,aabab,5.0
PRT000007001987,a,1.0
PRT000005101445,ab,2.0
PRT000005801642,b,1.0
PRT000005801643,b,1.0
PRT000000600144,b,1.0
PRT000010503015,a,1.0
PRT000010503036,bab,3.0
PRT000010503020,b,1.0
PRT000010202935,b,1.0
PRT000010202942,b,1.0
PRT000010202937,ab,2.0
PRT000004001186,b,1.0
PRT000004001187,ab,2.0
PRT000004001181,aa,2.0
PRT000010002895,a,1.0
PRT000003601095,a,1.0
PRT000015904577,b,1.0
PRT000015904582,a,1.0
PRT000018805481,b,1.0
PRT000018805510,b,1.0
PRT000018805493,bab,3.0
PRT000018805492,a,1.0
PRT000006901980,abab,4.0
PRT000003801135,b,1.0
PRT000003801137,a,1.0
PRT000015604541,b,1.0
PRT000015604509,b,1.0
PRT000017305058,b,1.0
PRT000017305029,a,1.0
PRT000017305052,b,1.0
PRT000017505114,ab,2.0
PRT000017505102,b,1.0
PRT000011103197,b,1.0
PRT000011103196,abbab,5.0
PRT000008802558,b,1.0
PRT000008802559,abb,3.0
PRT000008402392,ab,2.0
PRT000010402994,ab,2.0
PRT000004901416,ab,2.0
PRT000013503897,a,1.0
PRT000013503884,b,1.0
PRT000004101213,b,1.0
PRT000004101225,b,1.0
PRT000019005563,ababb,5.0
PRT000019005555,ab,2.0
PRT000016204699,abab,4.0
PRT000012203497,a,1.0
PRT000014304139,a,1.0
PRT000014304134,bab,3.0
PRT000015304443,a,1.0
PRT000016804894,ab,2.0
PRT000016804899,abb,3.0
PRT000019305651,babbab,6.0
PRT000019305662,ab,2.0
PRT000017104961,ab,2.0
PRT000006501829,b,1.0
PRT000006501825,bab,3.0
PRT000011703383,b,1.0
PRT000011703374,bb,2.0
PRT000018705473,ab,2.0
PRT000016504779,b,1.0
PRT000012403544,abab,4.0
PRT000012403558,ab,2.0
PRT000005501587,a,1.0
PRT000011203200,b,1.0
PRT000005401540,b,1.0
PRT000005401562,bb,2.0
PRT000005401555,b,1.0
PRT000012603635,bab,3.0
PRT000011603355,bab,3.0
PRT000011603349,ab,2.0
PRT000018405358,ab,2.0
PRT000007502136,bab,3.0
PRT000007502151,ababaaaaab,10.0
PRT000007502166,aab,3.0
PRT000007502139,ab,2.0
PRT000008902572,aaaaa,5.0
PRT000006401815,b,1.0
PRT000002600768,ab,2.0
PRT000017605125,b,1.0
PRT000014004066,ab,2.0
PRT000014004047,b,1.0
QCN000007902618,b,1.0
QCN000014304747,ab,2.0
QCN000014304767,b,1.0
QCN000014304740,b,1.0
QCN000014704901,aba,3.0
QCN000004401458,b,1.0
QCN000004401479,bab,3.0
QCN000004401481,b,1.0
QCN000011503842,b,1.0
QCN000011503848,ab,2.0
QCN000011503864,b,1.0
QCN000011503869,a,1.0
QCN000002300777,b,1.0
QCN000005901967,b,1.0
QCN000006502175,b,1.0
QCN000000700221,bab,3.0
QCN000000700222,b,1.0
QCN000000700216,b,1.0
QCN000000700236,b,1.0
QCN000015105019,bab,3.0
QCN000012304106,b,1.0
QCN000012304100,b,1.0
QCN000010603562,b,1.0
